Title,Company,Experience,Salary,Location,Rating,Reviews,Posted,Link
Business Analyst+ MicroStrategy - Pan India,Tech Mahindra,5-10 Yrs,9-19 Lacs PA ,"Hybrid - Hyderabad, Chennai, Bengaluru",3.3,43873  Reviews,5 days ago,https://www.naukri.com/job-listings-business-analyst-microstrategy-pan-india-tech-mahindra-hyderabad-chennai-bengaluru-5-to-10-years-110626031318
Business Intelligence Analyst II,TP,2-4 Yrs,Not Disclosed,Bengaluru,3.9,39209  Reviews,6 days ago,https://www.naukri.com/job-listings-business-intelligence-analyst-ii-teleperformance-global-business-private-limited-bengaluru-2-to-4-years-100626928496
Hiring Business Analyst - Bangalore,Larsen & Toubro (L&T),7-12 Yrs,Not Disclosed,Bengaluru,3.9,24177  Reviews,1 week ago,https://www.naukri.com/job-listings-hiring-business-analyst-bangalore-larsen-toubro-l-t-bengaluru-7-to-12-years-090626009035
Business Analyst-VP,Barclays,0-13 Yrs,Not Disclosed,Pune,3.8,1165  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-vp-barclays-shared-services-pune-0-to-13-years-020326501221
Data Engineer,Accenture,7-12 Yrs,Not Disclosed,Bengaluru,3.7,74540  Reviews,1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-150626933982
Data Engineer,Accenture,7-12 Yrs,Not Disclosed,Bengaluru,3.7,74540  Reviews,1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-150626933426
Data Engineer,Accenture,15-20 Yrs,Not Disclosed,Hyderabad,3.7,74540  Reviews,1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-15-to-20-years-150626931707
Data Engineer,Snapdeal,3-8 Yrs,Not Disclosed,Gurugram,3.5,673  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-jasper-infotech-pvt-ltd-gurugram-3-to-8-years-221025507699
Data Engineer,Accenture,5-10 Yrs,Not Disclosed,Pune,3.7,74540  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-5-to-10-years-180526919572
Data Engineer,Kobie Marketing,0-5 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-kobie-marketing-bengaluru-0-to-5-years-151025503138
Executive Business Analyst,Gramik,0-2 Yrs,Not Disclosed,Lucknow,3.2,39  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-executive-business-analyst-gramik-lucknow-0-to-2-years-210525504700
Executive Business Analyst,Stark Industries,0-3 Yrs,Not Disclosed,Mumbai,4.9,4  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-executive-business-analyst-stark-industries-mumbai-0-to-3-years-081223501848
"Analyst, FPS",Tresvista Financial Services,0-2 Yrs,Not Disclosed,Pune,2.3,481  Reviews,1 week ago,https://www.naukri.com/job-listings-analyst-fps-tresvista-financial-services-pune-0-to-2-years-040626008495
"Senior Data Scientist - Python, AI/ML",Optum,4-9 Yrs,Not Disclosed,Bengaluru,4.0,8091  Reviews,Today,https://www.naukri.com/job-listings-senior-data-scientist-python-ai-ml-optum-global-solutions-india-private-limited-bengaluru-4-to-9-years-160626916803
Senior Data Scientist,Optum,5-10 Yrs,Not Disclosed,Bengaluru,4.0,8091  Reviews,Today,https://www.naukri.com/job-listings-senior-data-scientist-optum-global-solutions-india-private-limited-bengaluru-5-to-10-years-160626916825
Data Analytic | Fresher | Business Analytics,Creative Hands HR,0-5 Yrs,2.5-6 Lacs PA ,"Thane, Navi Mumbai, Mumbai (All Areas)",N/A,N/A,Today,https://www.naukri.com/job-listings-data-analytic-fresher-business-analytics-creative-hands-hr-thane-navi-mumbai-mumbai-all-areas-0-to-5-years-160626013135
Sr Data Scientist - Advanced Machine Learning,Target,4-9 Yrs,Not Disclosed,Bengaluru,4.0,935  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-data-scientist-advanced-machine-learning-target-corporation-india-pvt-ltd-bengaluru-4-to-9-years-100226503258
Senior Business Analyst,JK Technology Services,12-17 Yrs,Not Disclosed,Bengaluru,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-senior-business-analyst-jk-technology-services-bengaluru-12-to-17-years-090626502364
"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,2-9 Yrs,Not Disclosed,Hyderabad,3.8,698  Reviews,6 days ago,https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-hyderabad-2-to-9-years-100626500531
"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,2-9 Yrs,Not Disclosed,Pune,3.8,698  Reviews,6 days ago,https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-pune-2-to-9-years-100626500530
"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,2-9 Yrs,Not Disclosed,Gurugram,3.8,698  Reviews,6 days ago,https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-gurugram-2-to-9-years-100626500529
"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Capco,2-9 Yrs,Not Disclosed,Chennai,3.8,698  Reviews,6 days ago,https://www.naukri.com/job-listings-data-scientist-time-series-statistical-modelling-azure-data-bricks-capco-technologies-pvt-ltd-chennai-2-to-9-years-100626500528
Senior Business Systems Analyst,Zscaler LATAM,6-11 Yrs,Not Disclosed,Bengaluru,3.3,451  Reviews,6 days ago,https://www.naukri.com/job-listings-senior-business-systems-analyst-zscaler-latam-bengaluru-6-to-11-years-100626500348
Senior Business Analyst,Kiya.ai,6-10 Yrs,6-13 Lacs PA ,"Hybrid - Navi Mumbai, Bengaluru, Mumbai (All Areas)",3.9,644  Reviews,6 days ago,https://www.naukri.com/job-listings-senior-business-analyst-kiya-ai-navi-mumbai-bengaluru-mumbai-all-areas-6-to-10-years-030626016439
Business Advisory Senior Analyst,Accenture,3-8 Yrs,Not Disclosed,Navi Mumbai,3.7,74540  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-advisory-senior-analyst-accenture-solutions-pvt-ltd-navi-mumbai-3-to-8-years-290526916001
Business Advisory Senior Analyst,Accenture,5-10 Yrs,Not Disclosed,Navi Mumbai,3.7,74540  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-advisory-senior-analyst-accenture-solutions-pvt-ltd-navi-mumbai-5-to-10-years-290526915992
Business Advisory Senior Analyst,Accenture,3-8 Yrs,Not Disclosed,Navi Mumbai,3.7,74540  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-advisory-senior-analyst-accenture-solutions-pvt-ltd-navi-mumbai-3-to-8-years-290526915971
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Ahmedabad,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-ahmedabad-3-to-7-years-290526502660
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Noida,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-noida-3-to-7-years-290526502658
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Coimbatore,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-coimbatore-3-to-7-years-290526502657
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Chennai,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-chennai-3-to-7-years-290526502656
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Hyderabad,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-hyderabad-3-to-7-years-290526502655
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Pune,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-pune-3-to-7-years-290526502654
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Nagpur,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-nagpur-3-to-7-years-290526502653
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Mumbai,3.4,7813  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-mumbai-3-to-7-years-290526502652
Senior Business Analyst,Careernet,5-10 Yrs,Not Disclosed,Hyderabad,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-careernet-hyderabad-5-to-10-years-270526023649
Senior Associate - Business Analyst,Acuity Knowledge Partners,5-8 Yrs,Not Disclosed,Gurugram,3.1,1490  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-associate-business-analyst-acuity-knowledge-partners-gurugram-5-to-8-years-260526506243
"Staff Data Scientist I - Python, R & ML",Blue Yonder,5-12 Yrs,Not Disclosed,Bengaluru,3.5,696  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-staff-data-scientist-i-python-r-ml-jda-software-bengaluru-5-to-12-years-251125503154
Senior Business System Analyst,Allegis Global Solutions (AGS),6-11 Yrs,18-20 Lacs PA ,Bengaluru,N/A,N/A,3 weeks ago,https://www.naukri.com/job-listings-senior-business-system-analyst-allegis-global-solutions-ags-bengaluru-6-to-11-years-210526024899
Senior Business Analyst,Bajaj Finance,3-5 Yrs,Not Disclosed,Pune,3.9,9390  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-3-to-5-years-190526939984
Sr Analyst I Business Process Transactions / RR,DXC Technology,5-10 Yrs,Not Disclosed,Noida,3.6,12153  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-analyst-i-business-process-transactions-rr-dxc-technology-noida-5-to-10-years-190526503174
"Senior Associate, Business Analysis",Capital One,2-7 Yrs,Not Disclosed,Bengaluru,3.6,70  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-associate-business-analysis-capital-one-bengaluru-2-to-7-years-190526502946
Senior Business Analyst  Capital Markets & Liquidity Risk,Cognizant,10-12 Yrs,Not Disclosed,Chennai,3.7,62198  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-capital-markets-liquidity-risk-cognizant-chennai-10-to-12-years-190526028633
Data Scientist,Thermo Fisher Scientific,3-5 Yrs,Not Disclosed,Bengaluru,3.8,1075  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-thermo-fisher-scientific-india-pvt-ltd-bengaluru-3-to-5-years-150426500152
Data Scientist,Thermo Fisher Scientific,3-5 Yrs,Not Disclosed,Bengaluru,3.8,1075  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-thermo-fisher-scientific-india-pvt-ltd-bengaluru-3-to-5-years-140426500913
Senior Analyst - Business Systems,Wesco,4-6 Yrs,Not Disclosed,Bengaluru,3.7,67  Reviews,4 days ago,https://www.naukri.com/job-listings-senior-analyst-business-systems-aelux-a-division-of-wesco-bengaluru-4-to-6-years-120626503809
Sr. Business Analyst,Kaseya Software,4-9 Yrs,Not Disclosed,Bengaluru,3.3,160  Reviews,5 days ago,https://www.naukri.com/job-listings-sr-business-analyst-kaseya-bengaluru-4-to-9-years-110626503607
Data and AI Scientist,Lloyds Offshore Global Services,3-7 Yrs,Not Disclosed,Hyderabad,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-and-ai-scientist-lloyds-offshore-global-services-private-limited-hyderabad-3-to-7-years-080626502606
Senior Business Analyst - Wealth Management / Capital Markets,CGI,4-8 Yrs,Not Disclosed,Hyderabad,4.0,5499  Reviews,1 week ago,https://www.naukri.com/job-listings-senior-business-analyst-wealth-management-capital-markets-cgi-information-systems-and-management-consultants-hyderabad-4-to-8-years-040626927336
Senior Business Analyst,Iris Software,3-6 Yrs,Not Disclosed,Noida,3.7,1916  Reviews,1 week ago,https://www.naukri.com/job-listings-senior-business-analyst-iris-software-technologies-private-limited-noida-3-to-6-years-030626931117
Senior Business Analyst  Wealth Management and Capital Markets,CGI,4-9 Yrs,10-15 Lacs PA ,"Hyderabad, Chennai, Mumbai (All Areas)",4.0,5499  Reviews,1 week ago,https://www.naukri.com/job-listings-senior-business-analyst-wealth-management-and-capital-markets-cgi-hyderabad-chennai-mumbai-all-areas-4-to-9-years-030626034466
Tax - DT and I - Senior Business Analyst,BDO International Limited,3-5 Yrs,Not Disclosed,Hyderabad,3.1,741  Reviews,2 weeks ago,https://www.naukri.com/job-listings-tax-dt-and-i-senior-business-analyst-bdo-international-limited-hyderabad-3-to-5-years-020626500099
Sr. Business Analyst - Business Analysis,Yash Technologies,7-9 Yrs,Not Disclosed,Pune,3.6,2044  Reviews,2 weeks ago,https://www.naukri.com/job-listings-sr-business-analyst-business-analysis-yash-technologies-pune-7-to-9-years-010626500396
Senior IT Analyst Applications (Warehousing & Distribution Business),Caterpillar Inc,8-13 Yrs,Not Disclosed,Bengaluru,4.1,1708  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-it-analyst-applications-warehousing-distribution-business-caterpillar-brazil-bengaluru-8-to-13-years-010526502895
Senior IT Analyst Applications (Manufacturing Business Analyst ),Caterpillar Inc,5-7 Yrs,Not Disclosed,Bengaluru,4.1,1708  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-it-analyst-applications-manufacturing-business-analyst-caterpillar-brazil-bengaluru-5-to-7-years-010526502093
Senior IT Business Analyst - ITIL,Medtronic,5-10 Yrs,Not Disclosed,Hyderabad,3.9,691  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-it-business-analyst-itil-india-medtronic-pvt-ltd-hyderabad-5-to-10-years-270526502234
Senior Business Analyst - Healthcare,Hexaware Technologies,3-7 Yrs,Not Disclosed,Mangaluru,3.4,7813  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-mangaluru-3-to-7-years-250526504893
Senior Business Analyst (Product),OYO,3-5 Yrs,Not Disclosed,Gurugram,3.0,3943  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-product-oyo-gurugram-3-to-5-years-210526000472
Sr Business Systems Analyst,Iqvia Biotech,2-4 Yrs,Not Disclosed,Pune,3.4,23  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-business-systems-analyst-iqvia-biotech-pune-2-to-4-years-111225505487
Deputy Vice President - Data Scientist,Taggd,11-17 Yrs,22.5-32.5 Lacs PA ,Gurugram,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-deputy-vice-president-data-scientist-talent-hired-the-store-gurugram-11-to-17-years-010626005989
Senior IT Analyst Applications (Business Analyst Servigistics (SPM),Caterpillar Inc,5-10 Yrs,Not Disclosed,Bengaluru,4.1,1708  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-it-analyst-applications-business-analyst-servigistics-spm-caterpillar-brazil-bengaluru-5-to-10-years-010526502456
Senior IT Analyst Applications (Supply Chain Business Analyst ),Caterpillar Inc,5-7 Yrs,Not Disclosed,Bengaluru,4.1,1708  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-it-analyst-applications-supply-chain-business-analyst-caterpillar-brazil-bengaluru-5-to-7-years-010526502153
Business Analyst- Intern/Freshers,Orcapod Consulting Services,0-3 Yrs,Not Disclosed,Gurugram,N/A,N/A,3 days ago,https://www.naukri.com/job-listings-business-analyst-intern-freshers-orcapod-consulting-services-gurugram-0-to-3-years-220526019458
Business Analyst,CGI,4-6 Yrs,Not Disclosed,"Pune, Chennai, Bengaluru",4.0,5499  Reviews,1 week ago,https://www.naukri.com/job-listings-business-analyst-cgi-pune-chennai-bengaluru-4-to-6-years-090626020145
Business Analyst - Atos,Atos,10-15 Yrs,Not Disclosed,"Hybrid - Mumbai, Chennai, Bengaluru",3.8,5003  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-analyst-atos-atos-mumbai-chennai-bengaluru-10-to-15-years-010626028951
Business Analyst,Altimetrik,3-7 Yrs,10-20 Lacs PA ,Bengaluru,3.5,1461  Reviews,6 days ago,https://www.naukri.com/job-listings-business-analyst-altimetrik-bengaluru-3-to-7-years-100626026484
Business Analyst with AIML/GenAI use cases For For AI/ML solutions,Genpact,8-12 Yrs,Not Disclosed,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",3.6,42987  Reviews,1 week ago,https://www.naukri.com/job-listings-business-analyst-with-aiml-genai-use-cases-for-for-ai-ml-solutions-genpact-hyderabad-bengaluru-delhi-ncr-8-to-12-years-100426026447
AI Project Business Analyst,Alstom,5-10 Yrs,Not Disclosed,Bengaluru,3.7,3353  Reviews,1 week ago,https://www.naukri.com/job-listings-ai-project-business-analyst-alstom-transport-india-ltd-bengaluru-5-to-10-years-080626934019
"Business Analyst | Requirements Management, Agile Delivery",Synechron,5-10 Yrs,Not Disclosed,Bengaluru,3.4,3794  Reviews,1 week ago,https://www.naukri.com/job-listings-business-analyst-requirements-management-agile-delivery-synechron-technologies-pvt-ltd-bengaluru-5-to-10-years-080626912510
Associate Business Analyst | Rajkot,TSS Consultancy,0-2 Yrs,Not Disclosed,Rajkot,3.4,125  Reviews,1 week ago,https://www.naukri.com/job-listings-associate-business-analyst-rajkot-tss-consultancy-pvt-ltd-rajkot-0-to-2-years-080626501917
Associate Business Analyst | Rajkot,Trackwizz,0-1 Yrs,Not Disclosed,Rajkot,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-associate-business-analyst-rajkot-tss-consultancy-rajkot-0-to-1-years-050626008434
Business Analyst,EY,7-12 Yrs,10-20 Lacs PA ,"Hybrid - Chennai, Bengaluru",3.4,14833  Reviews,1 week ago,https://www.naukri.com/job-listings-business-analyst-ey-chennai-bengaluru-7-to-12-years-040626014015
Business Analyst,Accenture,1-4 Yrs,Not Disclosed,Bengaluru,3.7,74540  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-010626919099
Business Analyst,Accenture,1-4 Yrs,Not Disclosed,Bengaluru,3.7,74540  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-010626917983
Walk-In Any Fresher's/Expr-MIS Executive/Reporting/Operations/Analyst,IT Services and Consulting,N/A,2.75-4.5 Lacs PA ,N/A,N/A,N/A,1 day ago,https://www.naukri.com/job-listings-walk-in-any-fresher-s-expr-mis-executive-reporting-operations-analyst-wisdom-bridge-consultants-kolkata-hyderabad-pune-bangalore-rural-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-150626015815
Walk-In Any Fresher's/Expr-MIS Executive/Reporting/Operations/Analyst,IT Services and Consulting,N/A,2.75-4.5 Lacs PA ,N/A,N/A,N/A,1 day ago,https://www.naukri.com/job-listings-walk-in-any-fresher-s-expr-mis-executive-reporting-operations-analyst-wisdom-bridge-consultants-devanahalli-nelamangala-bengaluru-anekal-0-to-5-years-150626018326
"Data Engineer ( SQL, SSIS, Python skills must)",Excel Talent Plus,5-8 Yrs,10-15 Lacs PA ,Hyderabad,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-sql-ssis-python-skills-must-excel-talent-plus-hyderabad-5-to-8-years-100526001360
Junior Business Analyst,Cloud Counselage,0-3 Yrs,Not Disclosed,Mumbai,4.6,38  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-junior-business-analyst-cloud-counselage-pvt-ltd-mumbai-0-to-3-years-301225507996
Junior Business Analyst- Japanese language Specialist,STEM Healthcare,0-3 Yrs,Not Disclosed,Gurugram,3.1,49  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-junior-business-analyst-japanese-language-specialist-stem-healthcare-gurugram-0-to-3-years-260326503192
Data Engineer,Photon,2-7 Yrs,Not Disclosed,Chennai,4.0,2659  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-chennai-2-to-7-years-310326502337
Entry Level Analyst,STUTZEN,0-1 Yrs,Not Disclosed,Sivakasi,4.9,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-entry-level-analyst-stutzen-corporates-private-limited-sivakasi-0-to-1-years-220426500404
FHIR_Data Analyst,Infosys,5-10 Yrs,Not Disclosed,Bengaluru,3.5,49475  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-fhir-data-analyst-infosys-limited-bengaluru-5-to-10-years-180526925224
GN - SONG - MT - Hyperpersonalization - Analyst,Accenture,2-7 Yrs,Not Disclosed,Mumbai,3.7,74540  Reviews,1 day ago,https://www.naukri.com/job-listings-gn-song-mt-hyperpersonalization-analyst-accenture-solutions-pvt-ltd-mumbai-2-to-7-years-150626937414
Biness Analyst,RRD Global Outsourcing,0-2 Yrs,Not Disclosed,Chennai,3.6,68  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-biness-analyst-rrd-go-creative-chennai-0-to-2-years-031225504517
Analyst,Xelium,0-4 Yrs,Not Disclosed,Gurugram,2.9,4  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-xelium-technologies-gurugram-0-to-4-years-301025508849
Asset & Wealth Management - XIG Platform Management- Analyst,Goldman Sachs,0-4 Yrs,Not Disclosed,Bengaluru,3.3,1633  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-asset-wealth-management-xig-platform-management-analyst-goldman-sachs-bengaluru-0-to-4-years-130426502266
Asset & Wealth Management Operations - WM Bus Intelligence - Analyst,Goldman Sachs,0-2 Yrs,Not Disclosed,Bengaluru,3.3,1633  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-asset-wealth-management-operations-wm-bus-intelligence-analyst-goldman-sachs-bengaluru-0-to-2-years-120326504256
Analyst,Hirani Associates,0-3 Yrs,Not Disclosed,Ahmedabad,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-analyst-hirani-associates-ahmedabad-0-to-3-years-040925503086
IN Senior Associate Data Scientist Data and Analytics,PwC Service Delivery Center,4-7 Yrs,Not Disclosed,Bengaluru,3.3,12897  Reviews,4 days ago,https://www.naukri.com/job-listings-in-senior-associate-data-scientist-data-and-analytics-pricewaterhouse-coopers-service-delivery-center-kolkata-bengaluru-4-to-7-years-120626504296
IN Senior Associate Data Scientist Data and Analytics,PwC Service Delivery Center,4-7 Yrs,Not Disclosed,Bengaluru,3.3,12897  Reviews,4 days ago,https://www.naukri.com/job-listings-in-senior-associate-data-scientist-data-and-analytics-pricewaterhouse-coopers-service-delivery-center-kolkata-bengaluru-4-to-7-years-120626504283
Senior Data Scientist,Novo Nordisk,10-15 Yrs,Not Disclosed,Bengaluru,3.6,1391  Reviews,6 days ago,https://www.naukri.com/job-listings-senior-data-scientist-novo-nordisk-centre-india-pvt-ltd-bengaluru-10-to-15-years-100626506104
Data Analytic | Fresher | Business Analytics,Creative Hands HR,0-5 Yrs,2.5-6 Lacs PA ,"Thane, Navi Mumbai, Mumbai (All Areas)",N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analytic-fresher-business-analytics-creative-hands-hr-thane-navi-mumbai-mumbai-all-areas-0-to-5-years-090626008859
Data Scientist,ti Steps,0-2 Yrs,3-4 Lacs PA ,"Hyderabad, Chennai, Bengaluru",3.9,18  Reviews,Today,https://www.naukri.com/job-listings-data-scientist-ti-steps-hyderabad-chennai-bengaluru-0-to-2-years-300825010445
Data Scientist - NLP Focussed,Siemens,5-10 Yrs,Not Disclosed,Pune,3.9,5890  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-scientist-nlp-focussed-siemens-limited-pune-5-to-10-years-010626921919
Senior Business Analyst,CGI,5-10 Yrs,Not Disclosed,Hyderabad,4.0,5499  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-cgi-information-systems-and-management-consultants-hyderabad-5-to-10-years-290526910484
Senior Business Analyst,Iris Software,3-6 Yrs,Not Disclosed,Noida,3.7,1916  Reviews,2 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-iris-software-technologies-private-limited-noida-3-to-6-years-290526904676
Senior Business Analyst,Iris Software,3-7 Yrs,Not Disclosed,Noida,3.7,1916  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-iris-software-technologies-private-limited-noida-3-to-7-years-250526915785
Senior Business Analyst,Iris Software,3-6 Yrs,Not Disclosed,Noida,3.7,1916  Reviews,3 weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-iris-software-technologies-private-limited-noida-3-to-6-years-250526915780
Data Scientist,ZF,3-7 Yrs,Not Disclosed,Coimbatore,3.7,316  Reviews,3 weeks ago,https://www.naukri.com/job-listings-data-scientist-zf-india-private-limited-coimbatore-3-to-7-years-250526913680
Senior Business Development - Strategy Analyst,Wolters Kluwer - Medknow Publications,3-8 Yrs,Not Disclosed,Gurugram,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-senior-business-development-strategy-analyst-wolters-kluwer-medknow-publications-gurugram-3-to-8-years-230426503146
Data Scientist,Varite,5-10 Yrs,Not Disclosed,Hyderabad,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-varite-hyderabad-5-to-10-years-230226503414
Hiring For Data Scientist in Noida,Shadow Placements,3-8 Yrs,10-15 Lacs PA ,Hybrid - Noida,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-hiring-for-data-scientist-in-noida-shadow-placements-noida-3-to-8-years-080626023478
Data Scientist,ti Steps,0-2 Yrs,2-3 Lacs PA ,"Hyderabad, Chennai, Bengaluru",3.9,18  Reviews,Today,https://www.naukri.com/job-listings-data-scientist-ti-steps-hyderabad-chennai-bengaluru-0-to-2-years-071025012511
Senior Business Analyst - (E commerce),Omni Reach,5-10 Yrs,Not Disclosed,Bengaluru,4.7,8  Reviews,1 week ago,https://www.naukri.com/job-listings-senior-business-analyst-e-commerce-omni-reach-bengaluru-5-to-10-years-040626503162
Senior Lead Business Analyst,Infinite,8-12 Yrs,Not Disclosed,Bengaluru,3.2,2146  Reviews,1 week ago,https://www.naukri.com/job-listings-senior-lead-business-analyst-infinite-computer-solutions-india-pvt-ltd-bengaluru-8-to-12-years-040626502876
Senior Business Analyst,Crisil,4-10 Yrs,Not Disclosed,Chennai,3.5,1966  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-crisil-chennai-4-to-10-years-310326500451
Data Scientist/Machine Learning(AI) Engineer,Grintex,4-5 Yrs,Not Disclosed,Gurugram,4.0,59  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-machine-learning-ai-engineer-grintex-india-gurugram-4-to-5-years-291025503458
Sr. Business Analyst,Photon,7-12 Yrs,Not Disclosed,Pune,4.0,2659  Reviews,3 weeks ago,https://www.naukri.com/job-listings-sr-business-analyst-photon-infotech-p-ltd-pune-7-to-12-years-251125506968
Data Scientist (C3.ai Certified),Codvo,5-10 Yrs,Not Disclosed,Pune,3.5,60  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-c3-ai-certified-codvo-ai-pune-5-to-10-years-101025503058
